fornecedor_id_limpo,degree,strength,reach,system_share,pct_degree_global,pct_strength_global
00000000000191,15,1517825.79,0.006827492034592627,0.00020720775182884129,0.9839702262337358,0.957507912319775
00000000037788,3,5970.0,0.0013654984069185253,8.150014886874352e-07,0.9217559488922752,0.2204313679521744
00000000045888,4,15000.0,0.0018206645425580337,2.047742433888028e-06,0.9470167623959677,0.3535927792755832
00000000049603,10,74500.0,0.004551661356395084,1.017045408831054e-05,0.9771714922048997,0.6532352596413081
00000000051349,2,5380.0,0.0009103322712790169,7.344569529545061e-07,0.8537099988278045,0.20900246161059666
00000000051500,1,2000.0,0.0004551661356395084,2.7303232451840377e-07,0.40141835658187786,0.11256007502051342
00000000052906,1,250.0,0.0004551661356395084,3.412904056480047e-08,0.40141835658187786,0.019927323877622787
00000000063274,1,1200.0,0.0004551661356395084,1.6381939471104225e-07,0.40141835658187786,0.0763685382721838
00000000065994,1,2500.0,0.0004551661356395084,3.412904056480047e-07,0.40141835658187786,0.13134450826397842
00000000069043,4,3700.0,0.0018206645425580337,5.05109800359047e-07,0.9470167623959677,0.1682393623256359
00000000098817,5,82507.89,0.002275830678197542,1.126366049890438e-05,0.9592955104911499,0.6690305943031297
00000000141330,2,5500.0,0.0009103322712790169,7.508388924256104e-07,0.8537099988278045,0.21175712108779746
00000000144860,2,15000.0,0.0009103322712790169,2.047742433888028e-06,0.8537099988278045,0.3535927792755832
00000000159204,1,16617.6,0.0004551661356395084,2.268570977958513e-06,0.40141835658187786,0.37234790763099285
00000000178845,7,65800.0,0.0031861629494765588,8.982763476655484e-06,0.9702848435118978,0.6353885828156136
00000000191604,2,40000.0,0.0009103322712790169,5.460646490368075e-06,0.8537099988278045,0.5323232915250263
00000000203700,1,115.0,0.0004551661356395084,1.5699358659808218e-08,0.40141835658187786,0.009025905521040909
00000000549339,1,7500.0,0.0004551661356395084,1.023871216944014e-06,0.40141835658187786,0.25029304888055326
00000000735981,1,15000.0,0.0004551661356395084,2.047742433888028e-06,0.40141835658187786,0.3535927792755832
00000118295160,1,41000.0,0.0004551661356395084,5.597162652627277e-06,0.40141835658187786,0.5365138905169382
00003228000135,1,9737.24,0.0004551661356395084,1.329290635796791e-06,0.40141835658187786,0.28759817137498533
00005544000146,1,320.0,0.0004551661356395084,4.3685171922944604e-08,0.40141835658187786,0.024938459735083813
00005599000156,1,302738.79,0.0004551661356395084,4.132873777779444e-05,0.40141835658187786,0.8535927792755832
00008089000132,1,83.0,0.0004551661356395084,1.1330841467513757e-08,0.40141835658187786,0.0070917829093892866
00011080000180,1,9945.0,0.0004551661356395084,1.3576532336677627e-06,0.40141835658187786,0.29017700152385417
00019761000195,1,350.0,0.0004551661356395084,4.778065679072066e-08,0.40141835658187786,0.027224241003399367
00028682000140,4,706155.24,0.0018206645425580337,9.640160332402564e-05,0.9470167623959677,0.9219317782206072
00028986000108,1,3344.05,0.0004551661356395084,4.5651687240288407e-07,0.40141835658187786,0.15853944437932246
00028986014672,1,10250000.0,0.0004551661356395084,0.0013992906631568193,0.40141835658187786,0.9943148517172664
00029372001031,1,21617.63,0.0004551661356395084,2.9511558847393906e-06,0.40141835658187786,0.417887703668972
00059307000168,1,484666.56,0.0004551661356395084,6.61648187465692e-05,0.40141835658187786,0.8964365256124721
00067750000180,1,265873.0,0.0004551661356395084,3.629596160834078e-05,0.40141835658187786,0.8349548704723948
00071556000179,1,1100.0,0.0004551661356395084,1.5016777848512207e-07,0.40141835658187786,0.07132809752666745
00072182000106,1,1649.7,0.0004551661356395084,2.2521071287900535e-07,0.40141835658187786,0.09723361856757708
00076945000197,1,48000.0,0.0004551661356395084,6.5527757884416904e-06,0.40141835658187786,0.568514828273356
00085822000112,3,112912.65,0.0013654984069185253,1.541440164851647e-05,0.9217559488922752,0.7149220489977728
00088925000136,1,120000.0,0.0004551661356395084,1.6381939471104224e-05,0.40141835658187786,0.7248271011604736
00108786000165,1,17000.0,0.0004551661356395084,2.320774758406432e-06,0.40141835658187786,0.3760989333020748
00113440000155,1,100000.0,0.0004551661356395084,1.3651616225920188e-05,0.40141835658187786,0.6970753721720783
00126365000167,1,24740.0,0.0004551661356395084,3.3774098542926546e-06,0.40141835658187786,0.4386941741882546
00126381000230,1,264000.0,0.0004551661356395084,3.6040266836429296e-05,0.40141835658187786,0.8341050287187903
